Arabic Number,Text,source
١٠٠,تصدر الأحكام وتنفذ باسم الشعبء وتكفل الدولة وسائل تنفيذها على النحو الذى ينظمه القانون. ويكون الامتناع عن تنفيذها أو تعطيل تنفيذها من جانب الموظفين العموميين المختصين؛ جريمة يعاقب عليها القانون» وللمحكوم له فى هذه الحالة حق رفع الدعوى الجنائية مباشرة إلى المحكمة المختصة. وعلى النيابة العامة بناءً على طلب المحكوم له» تحريك الدعوى الجنائية ضد الموظف الممتنع عن تنفيذ الحكم أو المتسبب فى تعطيله. - 40 - ===== Page 47 ===== دستور جمهورية مصر العربية الباب الخامس الفصل الأول السلطة التشريعية (مجلس النواب),constitution
١٠١,‎٠ 1١‏ 0 يتولى مجلس النواب سلطة التشريع» وإقرار السياسة العامة للدولة» والخطة العامة للتنمية الاقتصادية» والاجتماعية» والموازنة العامة للدولة» ويمارس الرقابة على أعمال السلطة التنفيذية» وذلك كله على النحو المبين فى الدستور.,constitution
١٠٢,‎٠‏ )00 يُشكل مجلس النواب من عدد لا يقل عن أربعمائة وخمسين للمرأة ما لا يقل عن ربع إجمالى عدد المقاعد. ويشترط فى المترشح لعضوية المجلس أن يكون مصريآء متمتعا بحقوقه المدنية والسياسية» حاصلاً على شهادة إتمام التعليم الأساسى ميلادية. (1) الفقرتان الأولى والثالثة مستبدلتان بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» 20» 1 وبالداخل أيام: 20» 21» 22 من إبريل سنة 2019. -41- ===== Page 48 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب) ويُبين القانون شروط الترشح الأخرىء ونظام الانتخاب» وتقسيم الدوائر الانتخابية» بما يراعى التمثيل العادل للسكان» والمحافظات؛ ويجوز الأخذ بالنظام الانتخابى الفردى أو القائمة أو | لجمع بأى نسبة كما يجوز لرئيس الجمهورية تعيين عدد من الأعضاء فى مجلس النواب لا يزيد على 5/ ويحدد القانون كيفية ترشيحهم.,constitution
١٠٣,‎٠‏ 0 أو عمله وفقا للقانون.,constitution
١٠٤,"‎٠‏ 0 يشترط أن يؤدى العضو أمام مجلس النوابء قبل أن يباشر عمله؛ اليمين الآتية ""أقسم بالله العظيم أن أحافظ مخلصا على النظام الجمهورىء وأن احترم الدستور والقانون» وأن ارعى مصالح الشعب رعاية كاملة» وأن أحافظ على استقلال الوطن ووحدة وسلامة أراضيه"".",constitution
١٠٥,‎٠‏ 0 يتقاضى العضو مكافأة يحددها القانون» وإذا جرى تعديل المكافأق لا ينفذ التعديل إلا بدءاً من الفصل التشريعى التالى للفصل الذى تقرر فيه.,constitution
١٠٦,‎٠‏ 0 مدة عضوية مجلس النواب خمس سنوات ميلادية. تبدأ من تاريخ أول اجتماع له. ويجرى انتخاب المجلس الجديد خلال الستين يوماً السابقة على انتهاء مدته. - 42 - ===== Page 49 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب),constitution
١٠٧,/ا١‏ 0 5-0007 كمة الئقد بالة ) فى 7 . بة أ . 5 6 النواب» وتقدم إليها الطعون خلال مدة لا تجاوز ثلاثين يوماً من تاريخ إعلان النتيجة النهائية للانتخاب» وتفصل فى الطعن خلال ستين يوماً من تاريخ وروده إليها. وفى حالة الحكم ببطلان العضوية» تبطل من تاريخ إبلاغ المجلس بالحكم.,constitution
١٠٨,0 ١1( ‏‎ إذا خلا مكان عضو مجلس النوابء قبل انتهاء مدته بستة أشهر على الأقل» وجب شغل مكانه طبقاً للقانون» خلال ستين يوماً من تاريخ تقرير المجلس خلو المكان.,constitution
١٠٩,لا يجوز لعضو المجلس طوال مدة العضوية. أن يشترى» أو يستأجر. بالذات أو بالواسطة» شينًا من أموال الدولة» أو أى من أشخاص القانون العام أو شركات القطاع العام أو قطاع الأعمال العام» ولا يؤجرها أو يبيعها شيئًا تركهاء وفى نهاية كل عام. وإذا تلقى هدية نقدية أو عينية» بسبب العضوية أو بمناسبتهاء تؤول ملكيتها إلى الخزانة العامة للدولة. وكل ذلك على النحو الذى ينظمه القانون. - 43 - ===== Page 50 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب),constitution
١١٠,‎١ ٠(‏ 0 لا يجوز إسقاط عضوية أحد الأعضاء إلا إذا فقد الثقة والاعتبار» ويجب أن يصدر قرار إسقاط العضوية من مجلس النواب بأغلبية,constitution
١١١,"‎)١١1١(‏ ‏يقبل مجلس النواب استقالة أعضائه» ويجب أن تقدم مكتوبة. ويشترط لقبولها ألا يكون المجلس قد بدأ فى اتخاذ إجراءات إسقاط العضوية ضد العضو,",constitution
١١٢,‎)١١5(‏ ‏المجلس أو فى لجانه.,constitution
١١٣,‎)١١5(‏ ‏لا يجوزء فى غير حالة التلبس بالجريمة» اتخاذ أى إجراء جنائي ضد عضو مجلس النواب فى مواد الجنايات والجنح إلا بإذن سابق من المجلس. وفي غير دور الانعقادء يتعين أخذ إذن مكتب المجلس» ويخطر المجلس عند أول انعقاد بما اتخذ من إجراء. وفى كل الأحوال» يتعين البت فى طلب اتخاذ الإجراء الجنائى ضد - 44 - ===== Page 51 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب),constitution
١١٤,‎)١١4(‏ ‏مقر مجلس النواب مدينة القاهرة. ويجوز له فى الظروف الاستثنائية عقد جلساته فى مكان آخر» بناعً على طلب رئيس الجمهورية» أو ثلث عدد أعضاء المجلس. واجتماع المجلس على خلاف ذلك» وما يصدر عنه من قرارات؛ باطل.,constitution
١١٥,‏ يدعو رئيس الجمهورية مجلس النواب للانعقاد للدور العادي السنوى قبل يوم الخميس الأول من شهر أكتوبرء فإذا لم تتم الدعوة. يجتمع المجلس بحكم الدستور فى اليوم المذكور. ويستمر دور الانعقاد العادى لمدة تسعة أشهر على الأقل» ويفض رئيس الجمهورية دور الانعقاد بعد موافقة المجلس» ولا يجوز ذلك للمجلس قبل اعتماد الموازنة العامة للدولة.,constitution
١١٦,‎)١١5(‏ ‏يجوز انعقاد مجلس النواب فى اجتماع غير عادى لنظر أمر عاجلء بناءً على دعوة من رئيس الجمهورية» أو طلب موقع من غُشر أعضاء المجلس على الأقل.,constitution
١١٧,‎)١١1(‏ ‏ينتخب مجلس النواب رئيساً ووكيلين من بين أعضائه فى أول اجتماع لدور الانعقاد السنوى العادى لمدة فصل تشريعىء فإذا خلا مكان - 45 - ===== Page 52 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب) أحدهم: ينتخب المجلس من بحل محله. وتحدد اللائحة الداخلية للمجلس قواعد وإجراءات الانتخاب» وفى حالة إخلال أحدهم بالتزامات منصبه؛ يعون لثلث أعضاء المجلس طلب إعفائه منه» ويصدر القرار بأغلبية ثلثي الأعضاء. وفى جميع الأحوالء لا يجوز انتخاب الرئيس أو أى من الوكيلين لأكثر من فصلين تشريعيين متتاليين.,constitution
١١٨,‎)١1١78(‏ ‏ممارسته لاختصاصاته؛ والمحافظة على النظام داخله» وتصدر بقانون.,constitution
١١٩,‎)١١95(‏ ‏يختص مجلس النواب بالمحافظة على النظام داخله» ويتولى ذلك رئيس المجلس.,constitution
١٢٠,‎١‏ 0 جلسات مجلس النواب علنية. ويجوز انعقاد المجلس فى جلسة سرية:» بناءًَ على طلب رئيس الجمهورية» او رئيس مجلس الوزراءء أو رئيس المجلسء» أو عشرين من أعضائه على الأقل» ثم يقرر المجلس بأغلبية أعضائه ما إذا كانت المناقشة في الموضوع المطروح أمامه تجري فى جلسة علنية أو سرية. - 46 - ===== Page 53 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب),constitution
١٢١,‏ لا يكون انعقاد المجلس صحيحاء ولا تتخذ قراراته» إلا بحضور وفى غير الأحوال المشترط فيها أغلبية خاصة؛ تصدر القرارات بالأغلبية المطلقة للحاضرينء؛ وعند تساوى الآراءء يعتبر الأمر الذى جرت المداولة فى شأنه مرفوضًا. وتصدر الموافقة على القوانين بالأغلبية المطلقة للحاضرينء وبما لا يقل عن ثلث عدد أعضاء المجلس. كما تصدر القوانين المكملة للدستور بموافقة ثلثى عدد أعضاء المجلس. وتعد القوانين المنظمة للانتخابات الرئاسية» والنيابية؛ والمحلية» والأحزاب السياسية؛ والسلطة القضائية» والمتعلقة بالجهات والهيئات القضائية» والمنظمة للحقوق والحريات الواردة فى الدستور»ء مكملة له.,constitution
١٢٢,‏ لرئيس الجمهورية» ولمجلس الوزراءء ولكل عضو فى مجلس النواب اقتراح القوانين. ويحال كل مشروع قانون مقدم من الحكومة أو من عُشر أعضاء المجلس إلى اللجان النوعية المختصة بمجلس النواب» لفحصه وتقديم تقرير عنه إلى المجلس» ويجوز للجنة أن تستمع إلى ذوى الخبرة فى الموضوع. - 47 - ===== Page 54 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب) ولا يحال الاقتراح بقانون المقدم من أحد الأعضاء إلى اللجنة النوعية؛ إلا إذا أجازته اللجنة المختصة بالمقترحات» ووافق المجلس على ذلك فإذا رفضت اللجنة الاقتراح بقانون وجب أن يكون قرارها وكل مشروع قانون أو اقتراح بقانون رفضه المجلسء لا يجوز تقديمه ثانية فى دور الانعقاد نفسه.,constitution
١٢٣,‏ لرئيس الجمهورية حق إصدار القوانين أو الاعتراض عليها. وإذا اعترض رئيس الجمهورية على مشروع قانون أقره مجلس النواب» رده إليه خلال ثلاثين يومّا من إبلاغ المجلس إياه» فإذا لم يرد وإذا رد فى الميعاد المتقدم إلى المجلسء وأقره ثانية بأغلبية ثلثي,constitution
١٢٤,‏ استثناء» وتعرض مشروعها على مجلس النواب قبل تسعين يومًا على الأقل من بدء السنة المالية» ولا تكون نافذة إلا بموافقته عليهاء ويتم التصويت عليه باباً باباً. ويجوز للمجلس أن يعدل النفقات الواردة فى مشروع الموازنة. عدا التى ترد تنفيذاً لالتزام محدد على الدولة. - 48 - ===== Page 55 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب) وإذا ترتب على التعديل زيادة فى إجمالى النفقات» وجب أن يتفق المجلس مع الحكومة على تدبير مصادر للإيرادات تحقق إعادة التوازن بينهماء وتصدر الموازنة بقانون يجوز أن يتضمن تعديلاً فى قانون قائم بالقدر اللازم لتحقيق هذا التوازن. وفى جميع الأحوالء لا يجوز أن يتضمن قانون الموازنة أى نص يكون من شأنه تحميل المواطنين أعباء جديدة. ويحدد القانون السنة المالية» وطريقة إعداد الموازنة العامة. وأحكام موازنات المؤسسات والهيئات العامة وحساباتها. وتجب موافقة المجلس على نقل أى مبلغ من باب إلى آخر من تقديراتهاء وتصدر الموافقة بقانون.,constitution
١٢٥,"‏ يجب عرض الحساب الختامى للموازنة العامة للدولة على مجلس النواب» خلال مدة لا نزيد على ستة أشهر من تاريخ انتهاء السنة المالية, ويعرض معه التقرير السنوى للجهاز المركزى للمحاسبات وملاحظاته على الحساب الختامى. ويتم التصويت على الحساب الختامى بابًا بابّاه ويصدر بقانون. وللمجلس أن يطلب من الجهاز المركزى للمحاسبات أية بيانات أو تفارير اخرى. - 49 - ===== Page 56 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب)",constitution
١٢٦,‎)١55(‏ ‏ينظم القانون القواعد الأساسية لتحصيل الأموال العامة وإجراءات صرفها.,constitution
١٢٧,‎)١51/(‏ ‏لا يجوز للسلطة التنفيذية الاقتراض» أو الحصول على تمويل» أو الارتباط بمشروع غير مدرج فى الموازنة العامة المعتمدة يترتب عليه إنفاق مبالغ من الخزانة العامة للدولة لمدة مقبلة» إلا بعد موافقة مجلس النواب.,constitution
١٢٨,/7؟5١)‏ يبين القانون قواعد تحديد المرتبات والمعاشات والتعويضات حالات الاستثناء منهاء والجهات التي تتولى تطبيقها.,constitution
١٢٩,"‏ لكل عضو من أعضاء مجلس النواب أن يوجه إلى رئيس مجلس الوزراءء أو أحد نوابه» أو أحد الوزراءء أو نوابهم» أسئلة فى أى موضوع يدخل فى اختصاصاتهم, وعليهم الإجابة عن هذه الأسئلة فى دور الانعقاد ذاته. ويجوز للعضو سحب السؤال فى أى وقتء ولا يجوز تحويل السؤال إلى استجواب فى الجلسة ذاتها. -50- ===== Page 57 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب)",constitution
١٣٠,. 0 لكل عضو فى مجلس النواب توجيه استجواب لرئيس مجلس الوزراءء أو أحد نوابه» أو أحد الوزراءء أو نوابهم» لمحاسبتهم عن الشئون التى تدخل فى اختصاصاتهم. ويناقش المجلس الاستجواب بعد سبعة أيام على الأقل من تاريخ تقديمه» وبحد أقصى ستون يوماء إلا فى حالات الاستعجال التى يراهاء وبعد موافقة الحكومة.,constitution
١٣١,‎)١*1١(‏ ‏لمجلس النواب أن يقرر سحب الثقة من رئيس مجلس الوزراء» أو أحد نوابه» أو أحد الوزراءء أو نوابهم. ولا يجوز عرض طلب سحب الثقة إلا بعد استجواب» وبناء على اقتراح عُشر أعضاء المجلس على الأقل» ويصدر المجلس قراره عقب مناقشة الاستجواب» ويكون سحب الثقة بأغلبية الأعضاء. وفى كل الأحوال؛ لا يجوز طلب سحب الثقة فى موضوع سبق للمجلس أن فصل فيه فى دور الانعقاد ذاته. وإذا قرر المجلس سحب الثقة من رئيس مجلس الوزراءء أو من أحد نوابه أو أحد الوزراءء أو نوابهم» وأعلنت الحكومة تضامنها معه قبل التصويت؛ وجب أن تقدم الحكومة استقالتهاء وإذا كان قرار سحب الثقة متعلقًا بأحد أعضاء الحكومة؛ وجبت استقالته. -51- ===== Page 58 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب),constitution
١٣٢,‏ يجوز لعشرين عضواً من مجلس النواب على الأقل طلب مناقشة,constitution
١٣٣,‎)١””(‏ ‏لكل عضو من أعضاء مجلس النواب إيداء اقتراح برغبة فى موضوع عام إلى رئيس مجلس الوزراءء أو أحد نوابه؛ أو أحد الوزراء. أو نوابهم.,constitution
١٣٤,‎)١*5(‏ ‏لكل عضو من أعضاء مجلس النواب أن يقدم طلب إحاطة أو بيانًا عاجلاء إلى رئيس مجلس الوزراعء» أو أحد نوابه» أو أحد الوزراعءء أو نوابهم» فى الأمور العامة العاجلة ذات الأهمية.,constitution
١٣٥,"‏ لمجلس النواب أن يشكل لجنة خاصة»؛ أو يكلف لجنة من لجانه الإدارية» أو الهيئات العامة» أو المشروعات العامة» وذلك من أجل تقصى الحقائق فى موضوع معينء وإبلاغ المجلس بحقيقة الأوضاع المالية, أو الإدارية. أو الاقتصادية. أو إجراء تحقيقات فى أى موضوعح يتعلق بعمل من الأعمال السابقة أو غيرهاء ويقرر المجلس ما يراه مناسبًا فى هذا الشان. -52- ===== Page 59 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب) وللجنة فى سبيل القيام بمهمتها أن تجمع ما تراه من أدلة» وأن تطلب سماع من ترى سماع أقواله» وعلى جميع الجهات أن تستجيب غير ذلك. وفى جميع الأحوال لكل عضو فى مجلس النواب الحق فى الحصول على أية بيانات أو معلومات من السلطة التنفيذية تتعلق بأداء عمله فى المجلس.",constitution
١٣٦,)١*5( ‏‎ لرئيس مجلس الوزراءء ونوابه» والوزراء» ونوابهم حضور جلسات مجلس النواب» أو إحدى لجانه» ويكون حضورهم وجوبيا بناء على طلب المجلسء» ولهم الاستعانة بمن يرون من كبار الموظفين. ويجب أن يستمع إليهم كلما طلبوا الكلام» وعليهم الرد على القضايا موضوع النقاش دون أن يكون لهم صوت معدود عند أخذ الرأى.,constitution
١٣٧,")١”317( ‏‎ لا يجوز لرئيس الجمهورية حل مجلس النواب إلا عند الضرورة؛ الذى حل من أجله المجلس السابق. ويصدر رئيس الجمهورية قراراً بوقف جلسات المجلسء وإجراء الاستفتاء على الحل خلال عشرين يوما على الأكثر, فإذا وافق المشاركون فى الاستفتاء بأغلبية الأصوات الصحيحة. أصدر رئيس الجمهورية قرار الحل؛ ودعا إلى انتخابات جديدة خلال ثلاثين يومًا على الأكثر من تاريخ صدور القرار. ويجتمع المجلس الجديد خلال الأيام العشرة التالية لإعلان النتيجة النهائية. -53- ===== Page 60 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الأول: السلطة التشريعية (مجلس النواب)",constitution
١٣٨,‎)١*/(‏ ‏لكل مواطن أن يتقدم بمقترحاته المكتوبة إلى مجلس النواب بشأن المسائل العامة؛ وله أن يقدم إلى المجلس شكاوى يحيلها إلى الوزراء المختصين» وعليهم أن يقدموا الإيضاحات الخاصة بها إذا طلب المجلس ذلك» ويحاط صاحب الشأن بنتيجتها. - 54 - ===== Page 61 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل الثانى السلطة التنفيذية الفرع الأول رئيس الجمهوريه,constitution
١٣٩,‎)١5*9(‏ رئيس الجمهورية هو رئيس الدولة» ورئيس السلطة التنفيذية. يرعى مصالح الشعب ويحافظ على استقلال الوطن ووحدة أراضيه وسلامتهاء ويلتزم بأحكام الدستور ويُباشر اختصاصاته على النحو المبين به.,constitution
١٤٠,)0)١5( ‏‎ يُنتخب رئيس الجمهورية لمدة ست سنوات ميلادية» تبدأ من اليوم التالى لانتهاء مدة سلفه. ولا يجوز أن يتولى الرئاسة لأكثر من مدتين رئاسيتين متتاليتين. وتبدأ إجراءات انتخاب رئيس الجمهورية قبل انتهاء مدة الرئاسة بمائة وعشرين يومًا على الأقل» ويجب أن تعلن النتيجة قبل نهاية هذه المدة بثلاثين يوما على الأقل. ولا يجوز لرئيس الجمهورية أن يشغل أى منصب حزبى طوال مدة الرئاسة. (1) الفقرة الأولى مستبدلة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» ‎١20‏ 21» وبالداخل أيام: 20» 21» 22 من إبريل سنة 2019. -55- ===== Page 62 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل الثانى: السلطة التنفيذية,constitution
١٤١,‎)١51(‏ ‏يشترط فيمن يترشح رئيسًا للجمهورية أن يكون مصريًا من أبوين مصريين» وألا يكون قد حمل» أو أى من والديه أو زوجه جنسية دولة أخرىء وأن يكون متمتعًا بحقوقه المدنية والسياسية» وأن يكون قد أدى الخدمة العسكرية أو أعفى منها قانوناء وألا تقل سنه يوم فتح باب الترشح عن أربعين سنة ميلادية» ويحدد القانون شروط الترشح الأخرى.,constitution
١٤٢,‎)١55”(‏ ‏يشترط لقبول الترشح لرئاسة الجمهورية أن يزكى المترشح عشرون عضوًا على الأقل من أعضاء مجلس النواب» أو أن يؤيده ما لا يقل عن خمسة وعشرين ألف مواطن ممن لهم حق الانتخاب فى خمس عشرة محافظة على الأقل» وبحد أدنى ألف مؤيد من كل محافظة منها. وفى جميع الأحوالء لا يجوز تأييد أكثر من مترشح» وذلك على النحو الذى ينظمه القانون.,constitution
١٤٣,‎)١‏ ‏ينتخب رئيس الجمهورية عن طريق الاقتراع العام السرى المباشر» وذلك بالأغلبية المطلقة لعدد الأصوات الصحيحة. وينظم القانون إجراءات انتخاب رئيس الجمهورية.,constitution
١٤٤,"‎)١54(‏ ‏يشترط أن يؤدى رئيس الجمهورية»؛ قبل أن يتولى مهام منصبه؛ أمام مجلس النواب اليمين الآتية ""أقسم بالله العظيم أن أحافظ مخلصًا على النظام الجمهورىء وأن أحترم الدستور والقانون» وأن أرعى وسلامة أراضيه"". -56- ===== Page 63 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل الثانى: السلطة التنفيذية ويكون أداء اليمين أمام الجمعية العامة للمحكمة الدستورية العليا فى حالة عدم وجود مجلس النواب.",constitution
١٤٥,"‎)١‏ يحدد القانون مرتب رئيس الجمهورية» ولا يجوز له أن يتقاضى أى مرتب أو مكافأة أخرى. ولا يسرى أى تعديل فى المرتب أثناء مدة الرئاسة التى تقرر فيهاء ولا يجوز لرئيس الجمهورية أن يزاول طوال مدة توليه المنصبء بالذات أو بالواسطة. مهنة حرة.» أو عملا تجارياء أو ماليّاء أو صناعياء ولا أن يشترى» أو يستأجر شيئا من أموال الدولة, أو أى من أشخاص القانون العام» أو شركات القطاع العام» أو قطاع الأعمال العام» ولا أن يؤجرهاء أو يبيعها شيئا من أمواله» ولا أن غيرها. ويقع باطلا أى من هذة التصرفات. ويتعين على رئيس الجمهورية تقديم إقرار ذمة مالية عند توليه المنصبء وعند تركه؛ وفى نهاية كل عامء» وينشر الإقرار فى الجريدة الرسمية. ولا يجوز لرئيس الجمهورية أن يمنح نفسه أى أوسمة:» أو نياشين» أو أنواط, وإذا تلقى بالذات أو بالواسطة هدية نقدية» أو عينية» بسبب المنصب أو بمناسبته» تؤول ملكيتها إلى الخزانة العامة للدولة. -57- ===== Page 64 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الثانى: السلطة التنفيذية",constitution
١٤٦,‎)١55(‏ يكلف رئيس الجمهورية رئيساً لمجلس الوزراءء بتشكيل الحكومة اغلبية اعضاء مجلس النواب خلال ثلاثين يوماً على الأكثرء يكلف رئيس الجمهورية رئيسا لمجلس الوزراء بترشيح من الحزب أو الائتلاف الحائز على أكثرية مقاعد مجلس النواب» فإذا لم تحمصل حكومته على ثقة أغلبية أعضاء مجلس النواب خلال ثلاثين يوماًء عد المجلس منحلاً ويدعو رئيس الجمهورية لانتخاب مجلس نواب جديد وفى جميع الأحوال يجب ألا يزيد مجموع مدد الاختيار,constitution
١٤٧,المنصوص عليها فى هذه . وفي حالة حل مجلس النواب» يعرض رئيس مجلس الوزراء تشكيل حكومته» وبرنامجها على مجلس النواب الجديد فى أول اجتماع له فى حال اختيار الحكومة من الحزب أو الائتلاف الحائز على أكثرية مقاعد مجلس النواب» يكون لرئيس الجمهورية؛ بالتشاور مع رئيس مجلس الوزراءء» اختيار وزراء الدفاع والداخلية والخارجية والعدل.,constitution
١٤٨,لرئيس الجمهورية إعفاء الحكومة من أداء عملها بشرط موافقة أغلبية أعضاء مجلس النواب. ولرئيس الجمهورية إجراء تعديل وزارى بعد التشاور مع رئيس الوزراء وموافقة مجلس النواب بالأغلبية المطلقة للحاضرين وبما لا يقل -58- ===== Page 65 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحكم الفصل الثانى: السلطة التنفيذية,constitution
١٤٩,/54 ‎)١‏ ‏لرئيس الجمهورية أن يفوض بعض اختصاصاته لرئيس مجلس الوزراءء أو لنوابه. أو للوزراء». أو للمحافظين» ولا يجوز لأحد منهم أن يفوض غيره» وذلك على النحو الذى ينظمه القانون.,constitution
١٥٠,‎)١5495(‏ ‏لرئيس الجمهورية دعوة الحكومة للاجتماع للتشاور فى الأمور المهمة» ويتولى رئاسة الاجتماع الذى يحضره.,constitution
١٥١,يضع رئيس الجمهورية:؛ بالاشتراك مع مجلس الوزراءء السياسة العامة للدولة» ويشرفان على تنفيذهاء على النحو المبين فى الدستور. ولرئيس الجمهورية أن يلقي بيانًا حول السياسة العامة للدولة أمام مجلس النواب عند افتتاح دور انعقاده العادى السنوى. ويجوز له إلقاء بيانات» أو توجيه رسائل أخرى إلى المجلس.,constitution
١٥٢,"‎١5١(‏ مكرراً)1) لرئيس الجمهورية أن يعين نائباً له أو أكثرء ويحدد اختصاصاتهم؛ وله أن يفوضهم فى بعض اختصاصاته». وآن يعفيهم من مناأصبهم». وان ويؤدى نواب رئيس الجمهورية قبل تولى مهام مناصبهم اليمين المنصوص عليها فى المادة 5 4 ‎١‏ من الدستور أمام رئيس الجمهورية. (1)ا مضافة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: 19» 20» 21» وبالداخل أيام: 20» 21» 2 من إبريل سنة 2019. 59- ===== Page 66 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل الثانى: السلطة التنفيذية وتسرى فى شأن نواب رئيس الجمهورية الأحكام الواردة بالدستور فى المواد ‎,١ 7” 23556 .١5١‏",constitution
١٥٣,‎)١51١(‏ ‏يمثل رئيس الجمهورية الدولة فى علاقاتها الخارجية» ويبرم المعاهدات» ويصدق عليها بعد موافقة مجلس النواب» وتكون لها قوة القانون بعد نشرها وفقًا لأحكام الدستور. وما يتعلق بحقوق السيادة» ولا يتم التصديق عليها إلا بعد إعلان نتيجة الاستفتاء بالموافقة. وفى جميع الأحوال لا يجوز إبرام أية معاهدة تخالف أحكام الدستورء أو يترتب عليها التنازل عن أى جزء من إقليم الدولة.,constitution
١٥٤,‎)١‏ ‏رئيس الجمهورية هو القائد الأعلى للقوات المسلحة» ولا يعلن الدولة» إلا بعد أخذ رأى مجلس الدفاع الوطنى» وموافقة مجلس النواب بأغلبية ثلثى الأعضاء. فإذا كان مجلس النواب غير قائم» يجب أخذ رأى المجلس الأعلى الوطنى. - 60- ===== Page 67 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل الثانى: السلطة التنفيذية,constitution
١٥٥,‎)١5”(‏ ‏يعين رئيس الجمهورية الموظفين المدنيين»ء والعسكريين؛ والممثلين السياسيين» ويعفيهم من مناصبهمء ويعتمد الممثلين السياسيين للدول والهيئات الأجنبية» وفقاً للقانون.,constitution
١٥٦,‎)١5‏ ‏يعلن رئيس الجمهورية» بعد أخذ رأى مجلس الوزراء حالة الطوارئ؛ على النحو الذى ينظمه القانون» ويجب عرض هذا الإعلان على مجلس النواب خلال الأيام السبعة التالية ليقرر ما يراه بشأنه. وإذا حدث الإعلان فى غير دور الانعقاد العادى» وجب دعوة المجلس للانعقاد فورًا للعرض عليه. وفى جميع الأحوال تجب موافقة أغلبية عدد أعضاء المجلس على إعلان حالة الطوارئ» ويكون إعلانها لمدة محددة لا تجاوز ثلاثة أشهر» ولا تمد إلا لمدة أخرى مماثلة» بعد موافقة ثلثى عدد أعضاء المجلس. وإذا كان المجلس غير قائم» يعرض الأمر على مجلس الوزراء للموافقة» ولا يجوز حل مجلس النواب أثناء سريان حالة الطوارئ.,constitution
١٥٧,‏ لرئيس الجمهورية بعد أخذ رأى مجلس الوزراء العفو عن العقوبة. أو تخفيفها. ولا يكون العفو الشامل إلا بقانون» يُقر بموافقة أغلبية أعضاء مجلس النواب. -61- ===== Page 68 ===== دستور جمهورية مصر العربية الباب الخامس: نظام الحدكم الفصل الثانى: السلطة التنفيذية,constitution
١٥٨,‎)١55(‏ ‏إذا حدث فى غير دور انعقاد مجلس النواب ما يوجب الإسراع فى اتخاذ تدابير لا تحتمل التأخيرء يدعو رئيس الجمهورية المجلس لانعقاد طارئ لعرض الأمر عليه. وإذا كان مجلس النواب غير قائم» يجوز لرئيس الجمهورية إصدار قرارات بقوانين» على أن يتم عرضها الجديد» فإذا لم تعرض وتناقش أو إذا عرضت ولم يقرها المجلس» زال بأثر رجعى ما كان لها من قوة القانون» دون حاجة إلى إصدار قرار بذلك؛ إلا إذا رأى المجلس اعتماد نفاذها فى الفترة السابقة» أو تسوية ما ترتب عليها من اثار.,constitution
١٥٩,/اه ‎)١‏ ‏لرئيس الجمهورية أن يدعو الناخبين للاستفتاء فى المسائل التى تتصل بمصالح البلاد العلياء وذلك فيما لا يخالف أحكام الدستور. وإذا اشتملت الدعوة للاستفتاء على أكثر من مسأله. وجب,constitution
